일자,언론사,제목,특성추출(가중치순 상위 50개),URL,nouns,주식일자,종가,금종가,유가종가,target
2022-06-07,한국경제,"김이배 ""제주항공, 내년 하반기 흑자전환""","제주항공,만큼,lcc,장거리,김이배,서울,아시아나항공,대한항공,에어부산,효율성,경쟁력,진에어,기자간담회,에어서울,맥스,대형기,항공기,메이필드호텔,제주,간담회,신기종,항공업,흑자전환,제각각,항공사,유동성,단거리",https://www.hankyung.com/economy/article/2022060742361,이배 제주항공 내년 하반기 흑자 전환,2022-06-08,28650,74860,122.11,0
2022-06-07,머니투데이,카메라 사랑했던 故조양호 회장 '앵글경영' 담은 추모 사진전 개최,"일우스페이스,일우,대한항공,한진그룹,조양호,사진전,서소문,문화전시공간,조현민,선대회장,이명희,사진집,유류품,조원태,하나하나,대표작,앵글경영론,서울,시민들",http://news.moneytoday.co.kr/view/mtview.php?no=2022060715161111720&type=2,카메라 사랑 조양호 회장 앵글 경영 추모 사진전 개최,2022-06-08,28650,74860,122.11,0
2022-06-07,아주경제,카메라 앵글에 담은 하늘 속 세상 한진 故 조양호 회장 추모사진전 개최,"한진그룹,대한항공,일우,조양호,사진작가,일우스페이스,사진전,추모사진전,한진,선대회장,추모사,이명희,조현민,동경,출장길,조원태,유승민,서울,하나하나,구본창",https://www.ajunews.com/view/20220607153749700,카메라 앵글 하늘 세상 한진 조양호 회장 추모 사진전 개최,2022-06-08,28650,74860,122.11,0
2022-06-07,매일경제,故 조양호 회장이 직접 액자 담아 선물한 사진은 어떤 모습,"한진그룹,일우,사진전,조양호,중국,서울,출장길,대한항공,유치국,이명희,여행지,서소문,경영진,중학교,조원태,유류품",http://news.mk.co.kr/newsRead.php?no=499329&year=2022,조양호 회장 직접 액자 선물 사진 모습,2022-06-08,28650,74860,122.11,0
2022-06-07,조선일보,김이배 제주항공 대표 “국내 2위 항공사 되겠다”,"lcc,경쟁력,제주항공,아시아나항공,대한항공,서울,장거리,기자간담회,간담회,단거리,uam,사업자,제주,김이배,항공사,도심항공교통,미주,유럽,메이필드,강서구,에어부산,기업결합,수익성,물음표,진에어,에어서울,사업성",https://www.chosun.com/economy/industry-company/2022/06/07/7Y55RK4RPFC4HHUOXEQQRJHUV4/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,이배 제주항공 대표 국내 항공사,2022-06-08,28650,74860,122.11,0
2022-06-07,아시아경제,"김이배 제주항공 대표 ""내년 흑자전환 목표 중 단거리 집중""","단거리,lcc,장거리,제주항공,대한민국,일본,흑자전환,김이배,운수권,간담회,중국,3사,에어서울,신사업,가능성,저비용항공사,아웃바운드,uam,에어부산,대한항공,공정거래위원회,위원회,회복탄력성,사업자,화물사업,항공산업,한국",https://view.asiae.co.kr/article/2022060715143672145,이배 제주항공 대표 내년 흑자 전환 목표 단거리 집중,2022-06-08,28650,74860,122.11,0
2022-06-08,헤럴드경제,‘각별했던 사진사랑’ 조양호 회장을 다시 만나다,"한진그룹,대한항공,조양호,사진전,사진집,이명희,일우,김지윤,서울시,대한민국,대표작,하나하나,한진,조현민,선대회장,조원태,하롱베이,터키,베트남",http://biz.heraldcorp.com/view.php?ud=20220608000491,각별 사진사 조양호 회장 다시,2022-06-09,28500,74970,121.51,0
2022-06-08,헤럴드경제,산은 부산이전 기업 구조조정...출범하는 강석훈號 험로 예고,"부산,산은,경쟁력,윤석열,강석훈,서울,지역균형발전,김성훈,박근혜,성신여대,대우조선해양,구조조정,대한항공,아시아나항공,개정안",http://biz.heraldcorp.com/view.php?ud=20220608000553,부산 이전 기업 구조조정 출범 강석훈 험로 예고,2022-06-09,28500,74970,121.51,0
2022-06-08,내일신문,조양호 전 한진그룹 회장 추모 사진전,"한진그룹,사진전,서울,일우,조양호,기념촬영,서소문,대한항공,조원태,일우스페이스,유류품,개막식,회장,흉상,사진,외부,빌딩,촬영,추모,행사,전시,기념,제막,인사,생전,우측,제공",http://www.naeil.com/news_view/?id_art=425540,조양호 한진 그룹 회장 추모 사진전,2022-06-09,28500,74970,121.51,0
2022-06-08,국민일보,‘부산행’ 가시밭길 깔린 강석훈 “대화로 해결하자”,"부산,윤석열,강석훈,청와대,서울,여의도,노조원들,노조원,가시밭길,아시아나항공,대한항공,집무실,임시집무실,부여,쌍용차,정책특별보좌관,산업은행,특별보좌관,국정과제,밭길,경제정책,대우조선해양,경제학자,박근혜,경제수석,출근길,윤석열정부,산은,부산행,kdb,회장,노조,경제,추진,본점,출근,신임,정책",https://news.kmib.co.kr/article/view.asp?arcid=0017159347&code=61141111&cp=kd,부산 가시 밭길 강석훈 대화 해결,2022-06-09,28500,74970,121.51,0
2022-06-08,문화일보,故 조양호 한진회장 추모사진전,"조양호,한진그룹,한진,서울,일우,제막식,서소문로,중구,대한항공,일우스페이스,조원태,사진전,조현민,오른쪽,개막식,흉상,회장,추모,빌딩,기념,경제,제막,사장,인사,진행,왼쪽,진전,촬영",http://www.munhwa.com/news/view.html?no=2022060801032907000002,조양호 한진 회장 추모 사진전,2022-06-09,28500,74970,121.51,0
2022-06-08,헤럴드경제,"출근 첫날 발길 돌린 강석훈 산은 부산이전, 구조조정 '험로' 예고","부산,산은,경쟁력,윤석열,강석훈,서울,지역균형발전,박근혜,성신여대,첫날,대우조선해양,대한항공,아시아나항공",http://biz.heraldcorp.com/view.php?ud=20220608000243,출근 첫날 발길 강석훈 부산 이전 구조조정 험로 예고,2022-06-09,28500,74970,121.51,0
2022-06-08,매일경제,필리핀이 궁금하다면 여의도로 가라고?,"필리핀,여행지,여의도,관광부,액티비티,더현대,서울,클라크,대한항공,행사장,세부퍼시픽,휴양지,코로나,콘테,코로나19,진에어,필리핀항공,마리아,현대,지사장,고객들,트래블러",http://news.mk.co.kr/newsRead.php?no=501287&year=2022,필리핀 여의도 가라,2022-06-09,28500,74970,121.51,0
2022-06-08,파이낸셜뉴스,‘하늘에서 길을 걷다’ 조양호 추모 사진전,"사진전,한진그룹,조양호,일우스페이스,일우,조원태,이명희,대한항공,서울,인사말,조현민,한진,하나하나,구본창,경일대학교,유류품,국제올림픽위원회,유승민",http://www.fnnews.com/news/202206071802026956,하늘 조양호 추모 사진전,2022-06-09,28500,74970,121.51,0
2022-06-08,중앙일보,조양호의 여정은 멈췄지만 그가 찍은 순간은 영원하다,"조양호,출장길,그해,출입국,미국,대한항공,한진그룹,히말라야,하나하나,서울,조선일보,국제올림픽위원회,전시장,방상훈,유승민,중학교,소공동,허창수,손경식,조원태,캘리포니아주,중앙홀딩스,삼양홀딩스,한국경영자총협회,전국경제인연합회,홍석현",https://www.joongang.co.kr/article/25077414,조양호 여정 순간,2022-06-09,28500,74970,121.51,0
2022-06-08,파이낸셜뉴스,"김이배 ""제주항공, 중단거리 노선에 집중... LCC 1위 넘어 제2항공사로 도약""","제주항공,lcc,경쟁력,항공사,신기종,3사,김이배,코로나19,대한민국,메이필드호텔,간담회,자회사,장거리,국제선,정상화,서울,인천국제공항,대한항공",http://www.fnnews.com/news/202206071807118436,이배 제주항공 중단 거리 노선 집중 항공사 도약,2022-06-09,28500,74970,121.51,0
2022-06-08,동아일보,‘앵글경영론’ 故조양호 한진 회장 생전 사진 작품전,"한진그룹,일우,조양호,서울,하나하나,대한항공,조원태,한진,앵글경영론,전시회,중구,서소문로,사진집,3주,사진전,추모사업,45점,작품전,경영철학,회장,전시,사진,작품,경영,카메라,추모,촬영,하늘,문화,생전,혁신,추구,기업",https://www.donga.com/news/article/all/20220607/113830972/1,앵글 경영 조양호 한진 회장 생전 사진 작품,2022-06-09,28500,74970,121.51,0
2022-06-08,국민일보,"한진그룹, ‘故 일우 조양호 회장 추모 사진전’","한진그룹,사진전,대한항공,조양호,이명희,위원장,대한항공빌딩,일우,조원태,임직원,항공사,한진,조현민,평창,서울,일우스페이스,국제항공운송협회,출장길,항공업,유족들,일들,개막행사,스카이팀,사진집,정석",https://news.kmib.co.kr/article/view.asp?arcid=0924249180&code=11151400,한진 그룹 조양호 회장 추모 사진전,2022-06-09,28500,74970,121.51,0
2022-06-08,머니투데이,"""대한항공 아시아나 합병? 안무섭다"" LCC 1위의 이유있는 자신감","제주항공,대한항공,lcc,보잉,항공사,경쟁력,1위,아시아나항공,운수권,김이배,일본,중국,항공기,조건부,사업자,대한민국,제주,메이필드,서울,공정위,가능성",http://news.moneytoday.co.kr/view/mtview.php?no=2022060714542066186&type=2,대한항공 아시아나 합병 이유 자신감,2022-06-09,28500,74970,121.51,0
2022-06-08,강원일보,원행스님 故 조양호 전 회장 3주기 기념 전시회,"조양호,전시회,원행,대한항공,서울,오대산,전시실,월정사,선덕,원행스님,서소문,회장,기념,추모,빌딩,사진,스님,봉행",http://www.kwnews.co.kr/nView.asp?s=201&aid=222060700074,스님 조양호 회장 주기 기념 전시회,2022-06-09,28500,74970,121.51,0
2022-06-09,중앙일보,규제 풀리자 장거리 관광 노선 재개...밀라노・비엔나도 직항 뜬다,"비엔나,인천,관계자,밀라노,대한항공,일본,장거리,도쿄,인천공항,에어서울,해외여행,일요일,제주항공,오사카",https://www.joongang.co.kr/article/25077891,규제 장거리 관광 노선 재개 밀라노 비엔나 직항,2022-06-10,27900,75310,120.67,0
2022-06-09,디지털타임스,"대한항공, 7월부터 라스베이거스 밀라노 비엔나 등 장거리 노선 재개","인천공항,비엔나,밀라노,라스베이거스,대한항공,장거리,해외여행,다음날,인천,3회,항공권,항공편",http://www.dt.co.kr/contents.html?article_no=2022060902109932031008&ref=jeadan,대한항공 라스베이거스 밀라노 비엔나 장거리 노선 재개,2022-06-10,27900,75310,120.67,0
2022-06-09,한국경제,"대한항공, 2년4개월 만에 라스베이거스 밀라노 비엔나 간다","다음달,대한항공,인천,비엔나,해외여행,코로나19,감염증,라스베이거스,밀라노,항공권,휴가철,장거리,풍토병화,감염병,풍토병,엔데믹,미국,유럽,성수기,코로나바이러스,간다,a330,노선,재개,운항,중단,운영,관광,보너스,순차,여름,신종,순차적,검토",https://www.hankyung.com/life/article/202206099811g,대한항공 개월 라스베이거스 밀라노 비엔나 간다,2022-06-10,27900,75310,120.67,0
2022-06-09,매일경제,항공업계 '춘래불사춘' 유류할증 불가피,"인천,대한항공,국제선,항공사,해외여행,장거리,라스베이거스,밀라노,8만,항공업,춘래,불사춘,항공유,코로나19,다음달,유류할증,항공사들,항공권,33단계,19단계,증료,13단계,할증료,하노이,3개",http://news.mk.co.kr/newsRead.php?no=507140&year=2022,항공 업계 불사 유류 할증 불가피,2022-06-10,27900,75310,120.67,0
2022-06-09,서울신문,"여름 성수기, 국제선 항공편 속속 재개 증편","인천,제주항공,인천공항,밀라노,에어서울,일본,비엔나,도쿄,라스베이거스,점유율,항공사,관계자,대한항공,성수기,항공편,오사카",http://www.seoul.co.kr/news/newsView.php?id=20220609500063,여름 수기 국제선 항공 재개 증편,2022-06-10,27900,75310,120.67,0
2022-06-09,동아일보,"“2년 4개월 만에 운항재개” 대한항공, 7월 라스베이거스 밀라노 비엔나 운항","비엔나,인천공항,대한항공,라스베이거스,밀라노,운항재개,장거리,항공편,체코,밀라노공항,스위스,비엔나공항,그랜드캐년,인천,운휴,이탈리아",https://www.donga.com/news/article/all/20220609/113865280/1,개월 운항 재개 대한항공 라스베이거스 밀라노 비엔나 운항,2022-06-10,27900,75310,120.67,0
2022-06-09,경향신문,대한항공 7월부터 라스베이거스 등 순차적으로 운항재개,"인천공항,대한항공,라스베이거스,항공권,밀라노,3회,비엔나,항공편,다음날,인천,해외여행,일반석,미국,1마일,증료,2500마일,엔데믹,장거리,스케,대한항공카드,코로나19,운항재개,오스트리아",https://www.khan.co.kr/economy/economy-general/article/202206091128001,대한항공 라스베이거스 순차 운항 재개,2022-06-10,27900,75310,120.67,0
2022-06-09,서울경제,"대한항공, 라스베이거스 밀라노 비엔나 노선 7월부터 운항 재개","인천공항,대한항공,비엔나,라스베이거스,밀라노,항공권,다음날,일반석,해외여행,항공편,이탈리아",http://www.sedaily.com/NewsView/2676GCZU8W,대한항공 라스베이거스 밀라노 비엔나 노선 운항 재개,2022-06-10,27900,75310,120.67,0
2022-06-09,부산일보,"대한항공, 7월부터 라스베이거스 등 장거리 노선 재개 밀라노, 비엔나 등 운항","대한항공,인천공항,비엔나,인천,라스베이거스,항공권,밀라노,일반석,에어버스,다음날,장거리,항공편,해외여행",http://www.busan.com/view/busan/view.php?code=2022060909350559738,대한항공 라스베이거스 장거리 노선 재개 밀라노 비엔나 운항,2022-06-10,27900,75310,120.67,0
2022-06-09,전자신문,"대한항공, 7월 라스베이거스・밀라노・비엔나 운항 재개","인천공항,밀라노,비엔나,라스베이거스,대한항공,수・금・일,수・금,해외여행,인천,다음날,불가사의,장거리",http://www.etnews.com/20220609000034,대한항공 라스베이거스 밀라노 비엔나 운항 재개,2022-06-10,27900,75310,120.67,0
2022-06-09,헤럴드경제,"대한항공, 7월부터 장거리 관광노선 운항 재개","대한항공,항공권,다음달,장거리,일반석,인천,비엔나,해외여행,이탈리아,밀라노,200기종,1마일,증료,엔데믹,2500마일,코로나19,오스트리아,관계자",http://biz.heraldcorp.com/view.php?ud=20220609000201,대한항공 장거리 관광 노선 운항 재개,2022-06-10,27900,75310,120.67,0
2022-06-09,조선일보,라스베이거스 밀라노 비엔나 항공사들 인기노선 운항 재개,"대한항공,인천,코로나,비엔나,항공권,제주항공,점유율,일반석,항공사들,밀라노,항공사,해외여행,이탈리아,운항횟수,라스베이거스",https://www.chosun.com/economy/industry-company/2022/06/09/AY3HCHW5KNGLRB3GIYOXHTNFPY/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,라스베이거스 밀라노 비엔나 항공사 인기 노선 운항 재개,2022-06-10,27900,75310,120.67,0
2022-06-09,매일경제,"여름휴가철 미주 유럽 노선 대거 열린다 대한항공, 7월 장거리 관광노선 재개","대한항공,인천공항,다음달,밀라노,비엔나,항공권,장거리,해외여행,다음날,인천,라스베이거스,일반석,복편,라스베이거스공항",http://news.mk.co.kr/newsRead.php?no=505049&year=2022,여름 휴가 미주 유럽 노선 대거 린다 대한항공 장거리 관광 노선 재개,2022-06-10,27900,75310,120.67,0
2022-06-09,아시아경제,"대한항공, 7월부터 장거리 관광노선 운항 재개 ""2년4개월만""","대한항공,인천공항,비엔나,밀라노,라스베이거스,인천,항공권,일반석,해외여행,항공편,다음날,장거리,불가사의,200기종,1마일",https://view.asiae.co.kr/article/2022060909274930778,대한항공 장거리 관광 노선 운항 재개 개월,2022-06-10,27900,75310,120.67,0
2022-06-10,한국경제,인천공항 도착 항공편 2배 '껑충' 관광노선 본격 운항재개,"인천,다음달,일본,코로나19,인천공항,항공기,lcc,항공사,해외여행,대한항공,아시아나항공,일요일,에어서울,커퓨,에어부산,국제선,부산,오사카",https://www.hankyung.com/life/article/202206102738g,인천공항 도착 항공 껑충 관광 노선 본격 운항 재개,2022-06-11,27000,76920,120.93,0
2022-06-10,머니투데이,중국 상하이 재봉쇄 소식에 제주항공 등 국내 항공주 하락세,"민항구,중국,제주항공,상하이,재봉쇄,일본,하락세,코로나,진에어,대한항공,단거리,자치구,에어부산,중화권,1200원,징안구,2만,거래일,260만,황푸구,푸동신구,제주,가능성,항공,주민,하락,검사,확산,현지,소식,집중",http://news.moneytoday.co.kr/view/mtview.php?no=2022061014494027170&type=2,중국 상하이 봉쇄 소식 제주항공 국내 공주 하락,2022-06-11,27000,76920,120.93,0
2022-06-10,중앙일보, 대한항공 등 장거리 국제선 노선 재개,"장거리,인천,대한항공,일본,일요일,비엔나,라스베이거스,에어서울,국제선,밀라노,a330,노선,운항,재개,해외,투입,회복,여행,수요,순차,순차적,관광,계획",https://www.joongang.co.kr/article/25078049,대한항공 장거리 국제선 노선 재개,2022-06-11,27000,76920,120.93,0
2022-06-11,동아일보,‘선수 학생’이 아니라 ‘학생 선수’다,"신유빈,학교생활,운동선수,유빈이,서울대,대한체육회,운동부원,스포츠부,신수현,중학생,감독님,고등학생,황규,학군장교,프로야구,첫날,고1,대한항공,200만,교육부,최신판,학창시절",https://www.donga.com/news/article/all/20220610/113887899/1,선수 학생 학생 선수,2022-06-12,27000,76920,120.93,0
2022-06-11,YTN,출근길 막힌 산은 회장...'부산 이전' 갈등 길어지나,"산업은행,부산,강석훈,윤석열,산은,강희경,아시아나항공,대한항공,자존심,청와대,쌍용차,경제학자,가능성,공공기관,집무실,대우조선해양,악영향,경쟁력,장기화,조윤승,첫날,노조원,취임식,출근길,위원장",https://www.ytn.co.kr/_ln/0102_202206110905533494,출근길 회장 부산 이전 갈등,2022-06-12,27000,76920,120.93,0
2022-06-12,아시아경제,"""항공주, 여객 화물 운임 모두 나쁘지 않아 주가 조정 매수 기회""","수송량,항공유,연구원,항공주,대한항공,일본,박수영,국제선,항공사들,항공기,공급자,항공사,한화투자증권,출도착,일본행,아시아나항공",https://view.asiae.co.kr/article/2022061217421745518,공주 여객 화물 운임 모두 주가 조정 매수 기회,2022-06-13,27000,76920,120.93,0
2022-06-12,중부일보,"인천공항공사, 베트남 호치민 하노이서 '방한 환승 설명회' 개최","베트남,인천공항,환승객,설명회,델타항공,대한항공,공동마케팅,호치민,코로나,여행사,환승라운지,김경욱,국제선,하노이,항공사,인천공항공사,여행업계",www.joongboo.com/news/articleView.html?idxno=363545427,인천공항 공사 베트남 호치민 하노이 방한 환승 설명 개최,2022-06-13,27000,76920,120.93,0
2022-06-12,매일경제,"""실적은 배신 안해"" SK이노 대한항공 훈풍","추정치,비에이치,원자재,증권사,2차,전문가,삼총사,대한항공,국제선,테슬라,중국,상장사,업황,벌크선,fpcb,어닝,54조,전문가들,에프앤가이드",http://news.mk.co.kr/newsRead.php?no=513454&year=2022,실적 배신 안해 이노 대한항공 훈풍,2022-06-13,27000,76920,120.93,0
2022-06-13,서울경제,"한진칼, 대한항공에 진에어 주식 전량 매각","한진칼,진에어,대한항공,자회사,lcc,한진그룹,차입금,재무구조,항공사,지배구조,에어부산,코로나19,그간,아시아나항공,이사회,지주사,유상증자,1조,극대화,연결편,부산,최적화,자본확충,서울",http://www.sedaily.com/NewsView/2678C28SC1,한진 대한항공 진에어 주식 전량 매각,2022-06-14,27750,75740,118.93,1
2022-06-13,헤럴드경제,"한진칼, 대한항공에 진에어 주식 전량 매각 “항공 수직계열화 속도”","한진칼,진에어,대한항공,자회사,차입금,한진그룹,항공사,코로나19,네트워크,재무구조,그동안,이사회,아시아나항공,1조",http://biz.heraldcorp.com/view.php?ud=20220613000774,한진 대한항공 진에어 주식 전량 매각 항공 수직 계열 속도,2022-06-14,27750,75740,118.93,1
2022-06-13,한국경제,"한진칼, 진에어 주식 6048억어치 대한항공에 판다","대한항공,진에어,한진칼,한진그룹,자회사,네트워크,6048억,아시아나항공,최적화,이사회,에어부산,지주사,에어서울,거래법,항공사,연결편,lcc,지분율,사전작업,손자회사,원어치,어치,2866만,통합,주식,해결",https://www.hankyung.com/economy/article/2022061375391,한진 진에어 주식 대한항공 판다,2022-06-14,27750,75740,118.93,1
2022-06-13,아시아경제,"한진칼, 대한항공에 진에어 주식 전량 매각 ""LCC 통합 대비""","한진칼,진에어,한진그룹,대한항공,자회사,항공사,차입금,계열사,효율화,유상증자,네트워크,항공운송,재무구조,코로나19,이사회,최적화,저비용항공사,아시아나항공,lcc",https://view.asiae.co.kr/article/2022061317000765779,한진 대한항공 진에어 주식 전량 매각 통합 대비,2022-06-14,27750,75740,118.93,1
2022-06-13,서울경제,장 마감 후 기업공시,"자사주,대한항공,삼성제약,부동산,1040억,연이비앤티,채무자,상폐,대상자,중계기,가압류,에코프로비엠,진에어,그린케미칼,효성중공업,롯데칠성,기산텔레콤,기업공시",http://www.sedaily.com/NewsView/2678C9B45P,마감 기업 공시,2022-06-14,27750,75740,118.93,1
2022-06-13,부산일보,"대한항공, 진에어를 ‘자회사’ 만들며 수직계열화 통합 LCC 출범에도 영향줄듯","대한항공,진에어,한진칼,에어부산,아시아나항공,lcc,자회사,에어서울,수직계열화,한진그룹,가능성,손자회사,효율화,네트워크,계열사,항공운송,거래법,부산,관계사,증손회사,이사회",http://www.busan.com/view/busan/view.php?code=2022061318541776262,대한항공 진에어 자회사 수직 계열 통합 출범 영향,2022-06-14,27750,75740,118.93,1
2022-06-13,한겨레,"진에어, 다시 대한항공 품으로 한진칼, 지분 전량 매각","한진칼,진에어,자회사,대한항공,아시아나항공,항공사,한진그룹,지주사,차입금,자회사들,증손회사,연결편,에어서울,에어부산,계열사",http://www.hani.co.kr/arti/economy/marketing/1046843.html,진에어 다시 대한항공 한진 전량 매각,2022-06-14,27750,75740,118.93,1
2022-06-13,매일경제,"한진칼 진에어 지분, 대한항공으로","한진칼,대한항공,진에어,자회사,산업은행,차입금,항공운송,팬데믹,아시아나항공,cb,코로나19,이사회,항공사,유상증자,계열사,2만,한국수출입은행,한국,에어서울,기업가치,수출입은행,1800억,극대화",http://news.mk.co.kr/newsRead.php?no=517276&year=2022,한진 진에어 대한항공,2022-06-14,27750,75740,118.93,1
2022-06-13,한국일보,"진에어, 9년 만에 대한항공 품으로 돌아간다","대한항공,한진칼,진에어,아시아나항공,lcc,자회사,차입금,866만,항공사,에어부산,증손회사,거래법,1조,손자회사,재무구조,지주사",https://hankookilbo.com/News/Read/A2022061317520001843,진에어 대한항공,2022-06-14,27750,75740,118.93,1
2022-06-13,서울경제," 한진칼, 진에어 지분 54.91% 대한항공에 전량 매각","한진칼,진에어,대한항공,6048억,항공사,아시아나항공,자회사,4598억,한진그룹,1100원,계열화,차입금,5994억,유동성",http://www.sedaily.com/NewsView/2678AY5NHF,한진 진에어 대한항공 전량 매각,2022-06-14,27750,75740,118.93,1
2022-06-13,한국경제,"한진칼, 대한항공에 진에어 지분 매각 에어부산 서울과 '통합 LCC' 수순","진에어,한진칼,대한항공,한진그룹,자회사,차입금,아시아나항공,에어부산,항공사,네트워크,2866만,감염증,그동안,최적화,이사회,lcc,재무구조,저비용항공사",https://www.hankyung.com/economy/article/202206137331g,한진 대한항공 진에어 매각 에어부산 서울 통합 수순,2022-06-14,27750,75740,118.93,1
2022-06-13,전자신문,"한진칼, 대한항공에 진에어 지분 전량 매각","진에어,한진칼,대한항공,자회사,한진그룹,아시아나항공,효율화,네트워크,차입금,항공운송,코로나19,경쟁력,그동안,최적화,이사회,자매사",http://www.etnews.com/20220613000227,한진 대한항공 진에어 전량 매각,2022-06-14,27750,75740,118.93,1
2022-06-13,아시아경제,"대한항공 ""계열사 진에어 주식 6048억원에 취득 지분율 54.9%""","대한항공,진에어,계열사,지분율,6048억,수직계열화,저비용항공사,예정일,lcc,주식,취득,사업,공시,지분,수직,계열,추구,시너지,운송,목적,산업,항공",https://view.asiae.co.kr/article/2022061316403623785,대한항공 열사 진에어 주식 취득 분율,2022-06-14,27750,75740,118.93,1
2022-06-13,머니투데이,"진에어, 대한항공 자회사로 한진칼 ""6048억 주식 전량 매각""","한진칼,진에어,한진그룹,대한항공,자회사,항공사,저비용항공사,차입금,계열사,효율화,네트워크,항공운송,6048억,유상증자,이사회,최적화,아시아나항공",http://news.moneytoday.co.kr/view/mtview.php?no=2022061316254834154&type=2,진에어 대한항공 자회사 한진 주식 전량 매각,2022-06-14,27750,75740,118.93,1
2022-06-13,경향신문,"진에어, 9년만에 다시 대한항공 품으로","대한항공,한진칼,진에어,한진그룹,자회사,아시아나항공,이사회,효율화,네트워크,항공사,저비용항공사,lcc,중국,일본,1조,유럽연합,차입금,에어부산",https://www.khan.co.kr/economy/economy-general/article/202206131651031,진에어 다시 대한항공,2022-06-14,27750,75740,118.93,1
2022-06-13,중앙일보,"대한항공, 한진칼 진에어 지분 전량 인수 ""아시아나 합병 대비""","대한항공,진에어,한진칼,아시아나항공,자회사,차입금,효율화,네트워크,항공사,항공운송,lcc,에어서울,이사회,최적화,한진그룹,에어부산,관계자,지주사,유상증자",https://www.joongang.co.kr/article/25078751,대한항공 한진 진에어 전량 인수 아시아나 합병 대비,2022-06-14,27750,75740,118.93,1
2022-06-13,헤럴드경제,"대한항공, 진에어 지분 54.91% 취득 결정","진에어,계열사,대한항공,저비용항공사,수직계열화,회사측,6048억,취득예정일자,취득금액,lcc,취득,시너지,사업,공시,주식,결정,회사,수직,일자,계열,자본,대비,자기,추구,규모,예정,금액,지분",http://biz.heraldcorp.com/view.php?ud=20220613000734,대한항공 진에어 취득 결정,2022-06-14,27750,75740,118.93,1
2022-06-14,한국일보,"대한항공, 차세대 스텔스 무인기 개발에 힘 싣는다","대한항공,무인기,저피탐,유인기,차세대,편대기,전투기,개발센터,스텔스,시범기,유성구,중고도급,그동안,비행시험,연구소,수출시장",https://hankookilbo.com/News/Read/A2022061413510004141,대한항공 차세대 스텔스 무인기 개발,2022-06-15,26900,75600,115.31,0
2022-06-14,아시아경제,"대한항공, 스텔스 무인기 집중공략 대전에 개발센터 설립","무인기,스텔스,대한항공,전투기,저피탐,무인전투기,유인기,편대기,차세대,2폭격기,관계자,합동작전,중거리,유성구,대전시,시범기,현판식,파운드급,터보팬,중고도급",https://view.asiae.co.kr/article/2022061415331624784,대한항공 스텔스 무인기 집중 공략 대전 개발 센터 설립,2022-06-15,26900,75600,115.31,0
2022-06-14,동아일보,"대한항공, 스텔스 무인기 개발 본격화 대전 개발센터 설립","무인기,대한항공,저피탐,스텔스,유인기,핵심기술,편대기,차세대,박정우,특화조직,전문화,시범기,협력사,전투기,이수근,고도화",https://www.donga.com/news/article/all/20220614/113926456/1,대한항공 스텔스 무인기 개발 본격 대전 개발 센터 설립,2022-06-15,26900,75600,115.31,0
2022-06-14,경향신문,"대한항공, ‘스텔스 무인기’ 개발 착수","무인기,대한항공,스텔스,저피탐,유인기,모빌리티,드론,편대기,박정우,현판식,전투기,협력사,하이브리드,차세대,유성구,이수근",https://www.khan.co.kr/economy/economy-general/article/202206142231035,대한항공 스텔스 무인기 개발 착수,2022-06-15,26900,75600,115.31,0
2022-06-14,중부일보,"대한항공, 차세대 스텔스 무인기 개발센터 설립","대한항공,무인기,저피탐,유인기,차세대,편대기,이수근,드론,모빌리티,부사장,핵심기술,관계자,스텔스,작전시,전투기,시범기",www.joongboo.com/news/articleView.html?idxno=363545853,대한항공 차세대 스텔스 무인기 개발 센터 설립,2022-06-15,26900,75600,115.31,0
2022-06-14,디지털타임스,"대한항공, 차세대 스텔스 무인기 개발센터 설립","대한항공,저피탐,무인기,유인기,편대기,차세대,박정우,스텔스,협력사,시범기,이수근,비행체,비행시험,연구소,유성구,전민동,수출시장,군집제어,전투기",http://www.dt.co.kr/contents.html?article_no=2022061402109932064007&ref=jeadan,대한항공 차세대 스텔스 무인기 개발 센터 설립,2022-06-15,26900,75600,115.31,0
2022-06-14,매일경제,"대한항공, 차세대 무인기 개발센터 설립","무인기,저피탐,대한항공,차세대,유인기,편대기,전투기,개발센터,유성구,시범기,중고도급,자리매김,비행체,연구소,수출시장,항공기술연구원,양산",http://news.mk.co.kr/newsRead.php?no=520671&year=2022,대한항공 차세대 무인기 개발 센터 설립,2022-06-15,26900,75600,115.31,0
2022-06-14,헤럴드경제,"대한항공, 차세대 스텔스 무인기 개발센터 설립","대한항공,무인기,차세대,본부장,저피탐,스텔스,정찬수,협력사,박정우,부사장,오른쪽,유성구,전민동,50여,고도화,이수근,연구원,현판식,대표,항공,행사,설립,센터,전담,대전,소재,시장,미래,반영,의지",http://biz.heraldcorp.com/view.php?ud=20220614000581,대한항공 차세대 스텔스 무인기 개발 센터 설립,2022-06-15,26900,75600,115.31,0
